cat_name	1992-2	1992-3	1992-4	1992-5	1992-6	1992-7	1992-8	1992-9	1992-10	1992-11	1992-12	1993-1	1993-2	1993-3	1993-4	1993-5	1993-6	1993-7	1993-8	1993-9	1993-10	1993-11	1993-12	1994-1	1994-2	1994-3	1994-4	1994-5	1994-6	1994-7	1994-8	1994-9	1994-10	1994-11	1994-12	1995-1	1995-2	1995-3	1995-4	1995-5	1995-6	1995-7	1995-8	1995-9	1995-10	1995-11	1995-12	1996-1	1996-2	1996-3	1996-4	1996-5	1996-6	1996-7	1996-8	1996-9	1996-10	1996-11	1996-12	1997-1	1997-2	1997-3	1997-4	1997-5	1997-6	1997-7	1997-8	1997-9	1997-10	1997-11	1997-12	1998-1	1998-2	1998-3	1998-4	1998-5	1998-6	1998-7	1998-8	1998-9	1998-10	1998-11	1998-12	1999-1	1999-2	1999-3	1999-4	1999-5	1999-6	1999-7	1999-8	1999-9	1999-10	1999-11	1999-12	2000-1	2000-2	2000-3	2000-4	2000-5	2000-6	2000-7	2000-8	2000-9	2000-10	2000-11	2000-12	2001-1	2001-2	2001-3	2001-4	2001-5	2001-6	2001-7	2001-8	2001-9	2001-10	2001-11	2001-12	2002-1	2002-2	2002-3	2002-4	2002-5	2002-6	2002-7	2002-8	2002-9	2002-10	2002-11	2002-12	2003-1	2003-2	2003-3	2003-4	2003-5	2003-6	2003-7	2003-8	2003-9	2003-10	2003-11	2003-12	2004-1	2004-2	2004-3	2004-4	2004-5	2004-6	2004-7	2004-8	2004-9	2004-10	2004-11	2004-12	2005-1	2005-2	2005-3	2005-4	2005-5	2005-6	2005-7	2005-8	2005-9	2005-10	2005-11	2005-12	2006-1	2006-2	2006-3	2006-4	2006-5	2006-6	2006-7	2006-8	2006-9	2006-10	2006-11	2006-12	2007-1	2007-2	2007-3	2007-4	2007-5	2007-6	2007-7	2007-8	2007-9	2007-10	2007-11	2007-12	2008-1	2008-2	2008-3	2008-4	2008-5	2008-6	2008-7	2008-8	2008-9	2008-10	2008-11	2008-12	2009-1	2009-2	2009-3	2009-4	2009-5	2009-6	2009-7	2009-8	2009-9	2009-10	2009-11	2009-12	2010-1	2010-2	2010-3	2010-4	2010-5	2010-6	2010-7	2010-8	2010-9	2010-10	2010-11	2010-12	2011-1	2011-2	2011-3	2011-4	2011-5	2011-6	2011-7	2011-8	2011-9	2011-10	2011-11	2011-12	2012-1	2012-2	2012-3	2012-4	2012-5	2012-6	2012-7	2012-8	2012-9	2012-10	2012-11	2012-12	2013-1	2013-2	2013-3	2013-4	2013-5	2013-6	2013-7	2013-8	2013-9	2013-10	2013-11	2013-12	2014-1	2014-2	2014-3	2014-4	2014-5	2014-6	2014-7	2014-8	2014-9	2014-10	2014-11	2014-12	2015-1	2015-2	2015-3	2015-4	2015-5	2015-6	2015-7	2015-8	2015-9	2015-10	2015-11	2015-12	2016-1	2016-2	2016-3	2016-4	2016-5	2016-6	2016-7	2016-8	2016-9	2016-10	2016-11	2016-12	2017-1	2017-2	2017-3	2017-4	2017-5	2017-6	2017-7	2017-8	2017-9	2017-10	2017-11	2017-12	2018-1	2018-2	2018-3	2018-4	2018-5	2018-6	2018-7	2018-8	2018-9	2018-10	2018-11	2018-12	2019-1	2019-2	2019-3	2019-4	2019-5	2019-6	2019-7	2019-8	2019-9	2019-10	2019-11	2019-12	2020-1	2020-2	2020-3	2020-4
food_drink_service	-1	-0.4	-1.4	-0.4	-2	1.3	1.4	0.5	1.7	1.8	0.4	0.4	-0.4	0.4	1.2	0.3	1.2	-0.6	1.5	1.7	-1.7	-0.3	0.5	-3.4	4.5	2.1	-1.5	0.4	1.6	0.4	-0.5	0.6	0.2	0.1	0.8	-0.1	-1.3	1.7	0.6	0.5	-0.2	0.4	1.2	-0.4	-0.1	0	0.1	-0.3	0.9	0.6	0.4	0.8	-0.8	1.1	0	1.3	0.8	1.2	-0.4	1.9	0.1	0.2	0.2	0.1	0.7	1.4	-0.1	1.4	-1	-1.2	1.5	0.5	1	0.5	0.5	0.4	0.9	-0.3	0.8	0.4	1	0.4	0.8	-2.1	1.7	-0.1	0.8	0.3	0.2	-0.2	0.7	0.7	1.8	0.6	-0.2	0.9	1.1	1.9	-0.6	-0.1	0.3	0.8	-0.4	1.5	0	0	-2.2	4.2	-0.4	0.2	-0.3	0.9	0.4	0.5	1.3	-2.3	1.2	0.2	2.1	0.2	0.7	-0.7	1.1	-0.4	0.8	0.1	0	0.6	-0.6	1.1	0.4	0	-0.1	1.9	-0.4	2.3	0.6	0.6	1.5	-1.1	1.8	0.6	-1.4	1.8	0.4	0.8	-0.5	0.5	0.4	1.2	-0.5	1.3	0.6	0.1	1.4	-0.3	1.5	-0.6	1.7	-0.2	0.8	0.1	0.6	0.1	1	1.2	-0.3	3.1	-1.3	0.8	0.2	0.1	-0.6	0.3	1.6	1	0.2	0.4	2.7	-1.2	-1	1.5	0.1	0.3	0.9	0.5	-0.2	0.6	0.9	-0.1	1	-0.7	-1.5	0.8	0.5	1	0.1	0.3	-0.1	0.4	-0.7	-0.3	0.1	0.5	-0.8	-1.3	0.8	0	-0.1	0	-0.2	-0.5	0.1	0.5	-0.1	0	1.6	0.2	0.8	0	0.6	0.4	0.9	0	0.2	0.6	-0.5	0.4	1.8	0.4	0.2	1	1.2	-0.1	0.5	0.7	0.5	0.1	-0.9	2.2	0.5	-0.1	1	-0.1	0.6	0.2	0.2	0.8	-0.7	1.8	-0.2	1.4	-0.6	0.4	-0.7	0.2	-0.3	0.8	0.2	0.4	1.3	1.8	-0.9	-0.9	1.1	1.4	0.2	0.8	0.4	0.8	0.6	1.2	1.3	0.1	1.6	0.5	-0.2	0.8	1.3	0.1	0.2	0.5	0.7	0	0.8	0.4	1.6	-1.4	2.2	-0.6	0.5	0	0	0.1	0.8	1.1	0	1.8	-1.6	3.5	0.2	-0.2	0.2	0.1	-0.4	0	0.6	0.6	0.5	1.2	0.5	0.5	0.6	0.8	-1.2	2.1	1.1	1.3	0.5	-2	0.7	-0.4	0	0	1	0.7	0.6	1	1	0.6	-0.2	0.6	-0.2	-1	1.1	0.9	-0.3	-29.7	-29.5
furniture	2.1	-0.3	0.7	-0.6	1.6	-0.7	0.1	-0.6	-1.1	1.6	1.4	4.7	-2.8	-1	2.3	1.7	-0.7	0.7	0.1	-0.1	0.5	0.6	0	-2.6	4.5	2.8	0.1	1.1	0.9	0.6	2.4	0.2	1.6	-1.2	1.1	0.2	-3.5	1	1	0.7	0	1.9	-0.3	1.9	0.4	1.6	-1.3	-2.6	0.8	4.1	0.5	-0.2	1.6	0.3	-0.7	1.9	0.3	-0.2	-0.4	1.3	0.4	1.2	0.9	0.6	0.5	0.1	1.8	0.3	-0.1	1.8	0.4	1.4	-0.5	0	0.5	-0.2	1.1	0.3	0	-0.4	1.3	2.5	0.3	-1	2.3	0.9	-0.5	1.3	1.5	-0.5	2.8	2	0.4	-0.7	-0.4	3.3	0.9	0.7	1.7	-0.7	-1	2	-0.9	-0.2	0.9	-2	-5.5	8.4	-2	-0.8	0.1	0	0.7	0.8	-0.6	-2.7	1.7	2	2.3	-0.3	1.1	0.1	-0.8	1.1	-1.6	-1.1	1.2	-0.1	-0.5	2.2	-0.5	-1.3	-4.1	4.7	0.5	2.1	0.3	0.4	0.5	0.7	0.4	1.4	-0.6	-0.1	0.8	2.5	-0.8	-1.5	2.2	3.5	-2.2	-0.8	2.3	-1	2.1	-0.6	0.6	-0.8	1.7	-0.3	1.5	-0.1	1.2	0.6	0.8	0	-0.6	3.3	-1.3	-0.1	-0.3	-0.4	1.2	-0.5	-0.2	1.3	-1.8	-0.7	0.2	2.9	-2.5	0.4	0.3	-1	-0.7	0.6	-0.2	-1.7	0	-0.5	-0.9	-1.5	-3.1	0.4	-0.3	-0.2	-1.3	-1.2	-2.6	-5.3	0.2	-1.2	-2.4	-1.3	-1.1	-3.3	0.4	0.3	0.1	-0.7	-0.7	-0.1	-0.9	1.1	0.5	-0.2	1.6	1.6	-1.6	-0.1	-0.6	0.3	0.5	-0.3	-1	0.9	-0.6	-1	2.2	3.5	-1	-1	-0.2	0.5	1	0.7	-1.1	1.1	2	1.4	-0.1	-0.5	-1	1.8	-1.2	1.3	-0.7	0.2	-2.6	3	4.2	-0.7	-0.7	0	-0.5	-1	2.9	-0.2	0.6	0.7	1.2	0.8	-3.5	-2	3.8	1.7	1.4	-0.3	0.1	0.3	1.6	-0.6	0.1	1.4	1.5	-0.4	-2.3	3	1.3	2	-1.9	1.6	0.4	-0.2	0.9	0	2.1	-1.5	0.5	-0.5	-0.2	0.5	1.6	-0.7	-0.2	2.2	-1.6	-0.4	-0.8	2.2	0.2	0.5	-1.1	0.7	0.6	-0.4	0.8	-0.6	2.6	1.1	0	-1.1	0.7	0.7	1.9	-1.4	0.1	0.4	-1.2	0	0.1	-0.3	-0.5	-1.3	1.2	1.4	0.7	-0.1	0.1	0	0.3	1.2	-0.8	0.2	-1.9	4	-0.1	-21.1	-58.7
gas_stations	-1.6	0.3	0.6	1.3	0.1	0.6	1	1.2	0.4	0.4	0.9	-0.6	1.5	-0.8	0.4	-0.1	-0.4	0.3	-1	0.3	2.5	0	-0.9	0.2	1.6	0.3	-0.3	-0.7	2.1	1.9	2.5	-0.2	0.4	1.1	0	0.2	0.3	-0.3	0.7	1.3	0.8	-0.5	-0.1	-0.2	-1.2	-0.2	1.8	1.5	-0.1	3.2	1.9	1.5	-0.8	-1.7	-0.1	0.1	1.7	1.5	0.9	1.1	0.3	-0.1	-2.1	-1.5	0.1	0.1	1.7	0.4	-0.3	-0.4	-0.6	-1.9	-1.1	-2.2	0.6	1.6	-0.8	1	-1.5	-0.2	0.9	0.4	2.4	0	-0.5	1.3	3.5	0.4	-0.7	3.7	2.4	1.1	1.6	1.9	5.8	-3.7	4.4	3	-4.4	1.7	3.2	0.1	-1.6	3.7	0.4	2.3	1	-0.9	-1.4	-4.5	4.7	4.7	-3.1	-5.7	0.9	2.2	-6.1	-3.9	-1.5	0.9	-0.3	3.9	5.3	0.4	-0.9	3.4	-1.2	0.4	1.8	1.6	2.1	2.7	3.5	0.3	-5.8	-3.4	-0.2	1.9	4	0.6	-2.2	3.3	2.2	3.7	1.5	1.7	-0.6	5.9	0.1	-1.1	-0.7	2.3	5.5	2.4	-1	-2.3	2.3	1.7	1.7	-2.9	2.6	3.6	7.8	8.1	-0.6	-7.6	-0.1	3.5	-0.4	0.1	4.2	1.4	0.2	2	2	-7.3	-5.8	1.2	4.7	-1.9	2	3.1	1	4.5	-1.8	-0.9	0.7	2.7	2.9	6.8	-0.9	2	0.2	1.3	-0.3	3.3	5	0.6	-2.5	0.3	-11.3	-21.7	-11.9	2.9	3.6	-3.5	-0.3	6.1	9.5	-0.9	4.8	0.4	0.2	4.8	1.7	0.5	-1.1	0.6	0.1	-1.7	-2	-0.2	1.3	3.1	3.2	2	5.1	1.1	1.3	3.4	2	1.6	-1.3	0	1	-0.1	-0.6	1.7	-0.8	1	3.2	0.6	-1.1	-2.4	-4.4	-0.7	6.8	1.1	2.7	-2.9	-2.2	0.4	6.4	-3.1	-3.1	-1.4	0.6	0.2	-0.9	0.1	-1.4	-0.7	4.2	0.8	0.9	-1.5	0.6	-0.8	-2.3	0	0.2	-1.1	-2.1	-2.1	-7.3	-9.8	3.4	1.3	-1.6	3.8	1.6	0.7	-2.8	-5.7	-1.3	-1.4	-0.5	-3.8	-4.7	4.1	2.9	2.4	3.3	-1.2	-2.2	2.5	2.6	-0.7	4.4	1.5	0.9	-1	-0.5	-4	-1.5	-0.4	3.3	5.4	0	2.9	1.4	1.1	1.2	-1.1	-0.6	2.4	0.2	0.5	1	-0.9	3.8	-4.3	-6.6	-1.5	4.7	3.6	2.1	-1.1	-2.1	1.5	-1.4	-0.5	1.6	0.6	1.2	-0.6	-2.9	-16.5	-28.8
general_merchandise	1.6	-0.2	0.4	0.4	-0.2	-0.5	1.9	0.4	0.8	1.1	3.2	-1.7	0	-0.6	2.3	1.1	-0.2	1.8	-0.1	0.5	1	0.5	0.6	-0.9	1.6	2.5	-1.3	-0.4	1.5	0	1.1	0.4	1.1	0.4	0.9	1.4	-3.3	1.9	0.7	0.4	1.3	0.8	-0.8	1.2	-1.3	1.1	0.6	-1.3	1.6	-0.2	2.1	0.4	-0.5	0.5	0.9	0.6	1.2	-0.5	1	0.6	0.2	0.2	-0.5	0.5	0.4	1.9	0	-0.3	1	0	-0.5	1.4	1.2	-0.1	1.4	-0.2	0.3	-0.2	0.6	1	0.5	1.3	0.1	1.8	1.4	1	-1.2	0.5	1.6	-0.3	0.8	1.1	-0.2	0.2	2.9	-2.8	1.2	1.6	-0.7	1.4	0.2	0.5	0.7	1	0.4	0.5	0.8	2.5	-2.7	-1.7	3.8	-0.5	-0.2	1.7	0.5	-0.3	1.1	1.2	1.1	-0.7	0.4	0.5	0.9	-1	0.8	-0.8	0.2	-0.4	2	-0.3	0	0.1	0.8	0.9	-0.2	0.4	1	1.4	1.7	-0.5	-0.6	0.7	0.3	0.9	0.2	1.4	-1	1.6	-1.4	1.1	0.3	0.6	1.2	0.3	1.1	-0.2	1.5	-0.5	1.5	-0.4	2.1	-0.8	0.4	0.7	1.7	-0.1	-1	2.1	0.1	-0.3	0.9	-0.5	0.3	-0.3	0.4	1.5	-0.1	0.3	1.2	1.5	-1.5	1.8	-0.9	0.4	-0.1	1.2	0.6	-0.9	0.5	1	0.5	-0.7	0	0.1	0.9	1.9	0.8	-0.4	-0.9	-1.4	-0.4	0.4	-1.1	0.8	-0.2	-0.7	0.1	0.4	-0.6	0	0.2	0.6	1	-1.1	1	0.4	1.3	-0.2	0.2	-1.1	0.1	-0.1	0.5	0.2	0	2.1	-0.8	-0.1	1.2	0.2	1.1	-0.7	1.2	-0.6	0.1	1	-0.5	0.3	-0.2	1.2	1.3	-0.2	-0.9	-0.2	0.1	0.2	0.5	-0.4	0.6	-0.4	0.2	0.8	0.8	-0.6	-0.1	0.4	-0.1	0.4	-0.3	0.6	0.1	-0.2	-0.3	-0.2	1.5	0.1	0.9	0	0	0.2	0.6	-0.7	0.3	0.1	0.1	0.2	-0.6	0.4	-0.3	0.9	-0.2	0.4	-0.4	0.7	-0.6	0.3	0.3	-1.6	1.5	-0.4	-0.3	-0.3	0.6	-0.4	0.1	-0.9	0.7	-0.2	-0.2	2.3	-1.4	0.6	0.6	-1.3	1.8	-0.5	0.4	1.3	-0.4	0.1	0.8	0.1	0.2	-0.9	0.2	3.1	-1.9	0.5	0.3	-0.3	0.6	0.9	-1.6	0.2	-0.8	1.5	0.5	-0.2	0	0.7	-0.5	-0.4	0.4	-0.2	0.1	0.5	-0.1	7.1	-20.8
grocery_stores	-0.4	0.5	0.1	0.4	0.1	0.6	0.1	-0.4	0.7	-0.5	0.2	0	0.7	-0.4	0.2	0.1	0	0.6	-0.7	0.4	0.5	0	0.5	-0.2	0.7	0	0.7	-0.3	1	-0.6	0.9	0.5	-0.7	0.6	-0.3	1.2	-0.6	0.1	-0.4	0.9	0.2	-0.5	0.2	0	-0.1	0.6	0.5	0.4	-0.4	0.5	0.3	0.1	0.1	0.7	0.2	0	0.7	0	0.4	0.5	-0.1	0.4	-0.1	-0.3	-0.6	0.7	0.4	0	0.2	-0.3	-0.2	-0.2	-0.2	0.7	0.1	0.6	0.2	0.8	0.2	-0.1	0.5	0.2	1.2	-0.2	0.7	-0.1	0.9	0.2	-0.4	0.8	0	0.7	-0.5	0	3.9	-5.9	1	1.7	1.3	-1	1.3	-0.5	0.2	0.5	0.4	0.6	1.4	-1	1.1	-0.4	0.7	0.2	0.2	-0.2	0.7	0.3	0.3	0.4	-0.6	-0.2	0	0.1	-0.9	0.3	0	0.3	-0.5	0	0.4	0.5	0.3	1.2	-0.3	-0.1	0.3	-1.2	1.3	0.8	-0.2	0.1	-0.4	-0.2	0.4	1.7	-1.4	1.3	-0.1	0.6	-0.1	0	0.4	0.7	0.3	0.6	0.4	0.5	-0.2	0.2	1.1	-0.4	0.6	-0.5	0.9	0.7	0	-0.1	0.9	-1.5	1.7	-0.1	0.1	0.9	0.3	0.1	0.7	-0.9	1.6	0	0.4	0.2	1	-0.2	-0.4	0.8	0.3	0.4	-0.2	0.3	0.7	1.2	0.3	0.4	-0.3	0.4	1	-0.1	0.3	0.5	0.4	-0.5	-0.2	-0.6	-0.8	1.5	-1.6	-0.1	0.5	0	0.5	-0.1	-0.2	0.7	0.2	0.1	0.9	-0.4	1.6	-1	-0.3	0.2	-0.7	0.1	0.6	0.8	-0.2	1.3	0.2	1.1	0.6	0.2	1.5	-0.8	0.9	0	0.5	-0.4	0.5	0.3	-0.3	0.5	0.2	0.9	0.4	-0.1	-0.1	0.2	0.1	0.3	0.7	-0.3	-0.5	0.3	0.9	-0.1	-0.7	1	0	0.6	0.1	0.2	0.3	0	1.1	0.3	0.1	0.2	0.6	0.4	0.7	0.4	0.2	0.4	0.4	0	0.3	0.1	0.1	-0.1	-0.3	0.2	0.3	0.4	0	-0.3	-0.3	0.8	-0.5	0.6	-0.3	-0.8	1.2	0.4	0.6	-0.6	0.4	0.4	0.7	0	0.2	0.6	0.6	0.9	0.2	0.2	-0.3	0.2	0.4	1.2	0.3	0.2	0.7	-0.5	0.1	0.3	0.6	-0.1	-0.3	0.7	-0.3	0.2	0.3	0	-0.6	2.1	-2.5	2	0.3	0.2	0.7	1.2	0	-0.8	0	0.4	0.3	-0.2	-0.3	28.6	-13.2
health_personalcare_stores	0.1	0.2	1	-0.8	-0.5	-1.7	3	-1.2	1.5	-0.5	0.4	-0.1	1.8	-0.6	1	-0.2	0.2	1	-1	1.2	-0.2	0.3	2.6	-1.6	-1.7	2.4	-0.9	1.5	0.7	0.9	0.5	0.8	0.3	-0.3	1.2	0.2	0	0	1.8	-0.3	0.7	-0.6	0.7	1.4	-0.3	1.2	0.8	-2.5	2.8	2.4	-0.8	1.7	0	0.7	1.1	-0.5	1.9	0.5	1	-0.6	2.1	2.8	-3.5	1.5	2	0.3	0.4	0.9	-0.2	1.6	-0.2	1.8	0.2	-0.1	2.2	0.2	0.3	1.5	1.8	-0.3	1.1	1.1	0.7	0.9	0.7	0.8	0.2	1.1	0.8	0.2	-0.1	1.2	1.4	0.8	4.4	-3.3	0	1.6	1.2	0.6	0.4	0.8	0.5	1.5	0.5	0.3	1.4	-0.8	1.3	0.5	-0.1	1.2	0.2	0.3	0.9	-0.8	2.9	-0.1	0.5	1.2	1.5	0	1.3	-0.2	0.3	0.4	0.8	1.1	0.1	0.3	-0.4	1	0.6	0.9	0.2	0.5	0.9	1.6	1	0	0.6	0.4	0.9	-2.2	-0.9	2.4	-0.3	-0.1	0.7	-0.1	0.3	0.2	0.6	0.4	0.4	1.4	1	-0.3	0.6	0.4	-0.1	1.4	-0.5	0.9	0.2	0.7	0.8	0	0.7	0.5	0.4	0.9	0.6	0.3	0.6	0.9	0.6	1.2	0.6	0.2	-0.1	0.7	0.2	0.4	1.2	-0.2	0.9	0.6	-0.7	-0.3	-0.6	1.5	0.8	0	-0.6	1.8	-0.2	0.7	-0.1	0.2	0	0.6	-0.5	0.3	0.7	0	0.7	0.3	-0.3	-0.1	0.2	0.8	0.2	0	-0.4	-0.2	0.3	0.8	0.6	-0.5	1.4	0.3	0.4	0.4	0.8	0.3	0.6	1.2	-0.6	0.6	-0.6	0.6	0.2	0.4	0.4	-0.5	0.3	0	-0.3	0.6	0.7	-0.2	0.2	-0.6	-1.8	1.3	0	-0.7	-0.6	0.9	1.1	1.3	-0.6	0.2	-0.3	0.6	0	1.2	0.2	1.7	0.1	0.2	0.1	0	0.5	0.6	1.1	1.4	0.7	0.3	0.4	0.6	-0.4	0.6	0.6	0.9	-0.8	2.3	-1.6	0	0.7	1.1	0.7	1.4	-0.9	0.6	1.1	-0.7	2	-0.5	0.8	-0.3	0.7	-0.2	-0.3	0	-3.1	0.9	0.5	-0.1	1.2	0.5	0.7	0.1	0.7	0.2	0.9	0.4	0.5	0.3	-0.2	0.2	-0.8	0.7	0.8	1.6	-0.8	0.8	0.8	-0.2	1	1.4	-3.7	3.1	0.6	0.1	-0.3	0.8	-0.2	-0.4	-0.2	0.4	1	-1.4	-0.2	0.8	0	5	-15.2
sporting_hobby_book_stores	3.9	-1	1.5	-0.7	1.1	1	-2.1	1.5	1.1	0.5	4.8	-4	-1.7	0.6	3.9	-0.1	-1.2	2.9	-0.2	0.6	-0.2	3	2.2	-0.9	2.9	0.9	-2.3	2.1	0.4	-0.6	3.4	1.3	1	-2.9	0.8	4.3	-3.1	1.1	0	0.8	0.9	0.2	0.7	-0.5	-0.6	2.7	-0.6	2.1	-2.5	1.4	1.8	-4.2	4	1	1.8	-1	1.7	-1.6	5.3	-3.9	-1.7	0.7	0.6	0.8	1.6	-1.1	-0.9	1.7	1.1	2.8	-2	-1.6	4	-0.4	0.6	-1	1.9	-1	0.5	-0.2	1.2	-0.3	1.2	-0.6	3.3	-0.4	0.1	1	0.7	-0.8	-0.7	1.8	-0.2	0.8	0.8	-4.1	5.9	1.7	0.2	1.9	-1.2	2	-2.9	1.7	-1.8	-0.2	-0.2	-3.8	6.1	0.1	-1.1	0.4	-1	1.5	1.3	-1.8	2.2	4.6	-4.4	-0.4	-1.1	0.1	1.4	-1.2	-1.1	-0.1	0.4	2.9	-0.2	2.5	-2.9	-0.3	-3.8	1.5	0.9	0.7	2.8	-1.7	5.6	-2.9	-1.9	2.9	0	1.2	0.1	-0.4	-2.1	0.7	0.5	1.8	1.1	-1.3	-0.3	0.8	-0.3	1.1	1.2	-2.1	2.9	-1.4	-1.6	1.7	0.6	-1.9	3.6	-1.4	2.8	4.2	-1.6	-0.3	-0.5	-1.2	0.3	-1	-0.8	4.3	-1.5	-1.9	1.6	-1.2	0.1	4.4	-2.1	2.5	0.7	1.3	-2.2	-0.5	1.3	1.6	-2.7	0.9	-1	-0.3	1.1	2.1	-1	-0.3	1.1	-5.7	-1.7	0.1	0.6	3	-1.9	-2.7	2.4	-0.9	0.3	-0.3	2.7	-2.2	-1.2	-1.6	3.4	0.5	-2.3	1.4	-0.8	0.2	0.7	-0.1	0.6	-1.1	1.1	2.1	-1.3	-0.6	1.2	0.4	-0.1	-1.2	0.5	-2.4	3.4	0.6	-2.4	-0.5	-2.7	4.7	1.9	2.3	-0.6	0.3	-1.2	0	-1.6	-0.2	0.3	-0.2	1.6	3.5	-0.1	-1.7	-1.4	0.9	0.5	0.6	-2.4	1.5	-0.2	0.6	-0.5	-5.7	5.2	0	1.8	-0.4	1.1	-0.4	3.2	-1.5	1.5	-0.7	-1.1	-1.8	0.6	1.4	0.1	0.7	-0.4	0.8	0.5	0.5	-1.3	1.8	2	-0.7	-0.3	-0.4	-1	0.7	3.9	-4.6	-2.3	0.3	0.4	-1.7	1.8	2.7	-2.8	-1	0.9	-1	-0.7	-0.9	1	1.2	0.4	1.3	-0.7	-2.3	3.5	1	-1.8	0.2	-3.9	-3	-0.9	-1.8	0.1	1	-1.7	1	1	0.2	1.7	0	0.9	-0.9	-0.1	0.8	0.2	-3.5	1.9	0.7	0.2	-17.8	-38
